img_path,question,h,r,t,answer,fold
./data/image/160200820220714152152.jpg,이미지에 자전거는 무슨 나라의 발명품이지?,Bicycle,subject,scotland_invention,Scotland,1.0
./data/image/133300520220722142206.jpg,이미지 내 석유 제품이자 건설에 사용되는 재료는 뭐야 ?,Rock asphalt,subject,Petroleum product,asphalt,1.0
./data/image/115500120220809170727.jpg,이미지에서 직비원류에 해당하는 동물의 아문은 무엇이니?,Human,suborder,Haplorhini,vertebrate,1.0
./data/image/122202420220728111427.jpg,척삭동물에 속하는 한국의 여름철새는 뭐야 ?,Black-naped oriole,subject,Korea's summer migratory birds,Black-naped oriole,1.0
./data/image/122600520220721162831.jpg,이미지 속 이매패류에 속하는 연체동물은 무엇이니?,Pinctada fucata,class,Bivalvia,pearling,1.0
./data/image/122600420220816154038.jpg,이미지 속 팔완목에 해당하는 것은 뭘까?,Amphioctopus fangsiao,order,Octopus,Amphioctopus fangsiao,1.0
./data/image/110201120220714155433.jpg,이미지 속 감자 요리는 무엇이니?,French fries,subject,potato_cooking,French fries,1.0
./data/image/122200120220707164856.jpg,이미지 안에서 갈매기과에 해당하는 갈매기는 어디에 속해?,Common gull,subject,Laridae,Charadriiformes,1.0
./data/image/122100820220721150727.jpg,절지동물에 해당하는 사슴벌레의 목은 뭐야?,Lucanus maculifemoratus,order,Beetle,coleoptera,1.0
./data/image/120203320220707150226.jpg,이미지 속 기니피그는 무엇에 속하는 동물일까?,Guinea pig,order,Rodent,rodents,1.0
./data/image/120801320220715142325.jpg,이미지 안 해마는 무엇에 해당하는 동물이니?,Seahorse,subclass,Neopterygii,Neopterygii,1.0
./data/image/130501220220628130218.jpg,이미지 속 파도를 탈 때 쓰는 스포츠 장비는 뭐야?,Surfboard,subject,sports_equipment,surfboard,1.0
./data/image/120100120220622135311.jpg,이미지 내 개미는 무엇에 속하는 곤충이니?,Ant,superfamily,Vespoidea,Vespoidea,1.0
./data/image/120100820220707110034.jpg,이미지 안에 나방은 무엇에 해당하는 동물이지?,Moth,phylum,Arthropod,arthropod,1.0
./data/image/211400120221005133749.jpg,이미지 속 그림은 어느 나라의 시도무형문화재야?,Minhwa,subject,Republic of Korea_provincial intangible cultural property,South Korea,1.0
./data/image/120201620220624112001.jpg,이미지 속의 사람은 무슨 동물에 속하니?,Human,phylum,Chordate,chordate,1.0
./data/image/130500320220705180414.jpg,이미지 속 공은 어느 운동 장비에 해당해?,Golf ball,subject,golf_equipment,golf,1.0
./data/image/140200920220718152533.jpg,이미지 속 초록색 상추는 무엇에 포함될까?,Lettuce,unclassified_phylum,Flowering plant,ia genus,1.0
./data/image/132303420220808112852.jpg,이미지 속 이탈리아의 발명품에 해당하는 것은 뭘까?,Espresso machine,subject,italian invention,espresso maker,1.0
./data/image/134000320220817103736.jpg,이미지 속 변환기에 해당하는 것은 뭘까?,Sensor,subject,converter,sensor,1.0
./data/image/110200320220621155138.jpg,이미지 속 길거리 음식과 독일 요리에 해당하는 것은 무엇일까?,Hamburger,subject,Street food,hamburgers,1.0
./data/image/121000120220627134352.jpg,이미지 속 극피동물은 뭐라고 부르니?,Starfish,subject,Echinoderm,starfish,1.0
./data/image/120202520220627115143.jpg,이미지 속 거대동물은 뭐라고 부르지?,Cetacea,subject,Megafauna,whale,1.0
./data/image/120900120220831164620.jpg,이미지 속 범배아목에 포함되는 것은 뭐야?,Lobster,suborder,Pleocyemata,lobster,1.0
./data/image/141901320220727180126.jpg,파파야의 미분류강은 뭘까?,Papaya,unclassified_class,Eudicots,Eudicot plant,1.0
./data/image/112900120220718161059.jpg,이미지 속 마케팅을 위해 전단을 날리는 행위는 무엇일까?,marketing,RelatedTo,advertising,advertising,1.0
./data/image/115800120220803152740.jpg,이미지의 컴퓨터 모니터는 어떤 언어의 외래어일까?,Computer monitor,subject,English type_loan language,english,1.0
./data/image/111000820220706100955.jpg,이미지 속 잉글랜드의 요리는 뭐야?,Christmas pudding,subject,English cuisine,christmas pudding,1.0
./data/image/140601020220711152547.jpg,이미지에서 약용식물에 해당하는 것은 뭐야?,thistle,subject,Medicinal plants,thistle,1.0
./data/image/141502220220727102050.jpg,이미지 안 유독식물은 무슨 과에 속하니?,Park Ju-gari,subject,Poisonous plants,Apocynaceae,1.0
./data/image/120201520220623175227.jpg,이미지 안에 대한민국과 조선민주주의인민공화국의 천연기념물인 것은 뭐야?,Eurasian otter,subject,Natural monuments of North Korea,otter,1.0
./data/image/120203220220707143646.jpg,이미지에서 고릴라는 무엇에 해당하는 동물이지?,Gorilla,phylum,Chordate,chordate,1.0
./data/image/110200920220621151253.jpg,이미지 속 멕시코 요리는 무엇일까?,Cake,subject,Mexican cuisine,cakes,1.0
./data/image/120105320220922170147.jpg,이미지 속 유시아강에 속하는 동물은 뭐야?,Damselfly,kingdom,Animal,Damselfly,1.0
./data/image/122203620220913152230.jpg,이미지 안 중앙아메리카와 관련 있는 것은 뭐야?,macaw,RelatedTo,central america,macaw,1.0
./data/image/120104820220822115029.jpg,이미지 안에 절지동물에 속하는 곤충은 뭐야?,Papilio xuthus,class,Insect,Papilio xuthus,1.0
./data/image/131501620220805154044.jpg,이미지 속 벨기에 요리는 뭘까?,French fries,subject,Belgian cuisine,French fries,1.0
./data/image/121900120220707155836.jpg,이미지에서 사람은 무엇에 해당하니?,Human,superorder,Euarchontoglires,Euarchontoglires,1.0
./data/image/132000720220916112552.jpg,이미지 안 일본의 발명품은 뭐야?,Utility knife,subject,Japanese invention,utility knife,1.0
./data/image/141901020220727141206.jpg,이미지 속에서 열대 과일이면서 동남아시아의 요리에 사용되는 건 뭐야?,Jackfruit,subject,Southeast Asia_Cooking,jackfruit,1.0
./data/image/121100120220707130810.jpg,이미지 내 게는 무엇에 속하는 동물일까?,Crab,subphylum,Crustacean,an udder,1.0
./data/image/122500320220831182715.jpg,이미지 속 강에 있는 척삭동물을 뭐라고 하지?,Beaver,phylum,Chordate,beaver,1.0
./data/image/140100420220816181714.jpg,이미지 안 레몬의 과는 무엇일까?,Lemon,family,Rutaceae,Rutaceae,1.0
./data/image/141201420220711141944.jpg,이미지 내 차나무는 무엇에 속하는 나무야?,Camellia sinensis,order,Ericales,Ericales,1.0
./data/image/131901220220708102832.jpg,터키옥은 무엇에 속하는 보석이니?,Turquoise,subject,phosphate_mineral,Phosphate,1.0
./data/image/120204820220715110902.jpg,이미지 내 라마는 어디에 속하는 동물이야?,Llama,subject,Camelidae,camelidae,1.0
./data/image/113200920220809103133.jpg,이미지 안의 농기구는 무엇이니?,Plough,subject,Agricultural machinery,plow,1.0
./data/image/133900320220801104557.jpg,이미지 속 음향 기기는 뭐야?,Jukebox,subject,Audio equipment,jukebox,1.0
./data/image/110501520220801144032.jpg,이미지 속 농업용 건축물은 뭐라고 부를까?,Greenhouse,subject,Agricultural_Building,greenhouse,1.0
./data/image/120203820220707162102.jpg,이미지 속 로라시아상목에 속한 포유류는 뭐야?,Bat,class,Mammal,bat,1.0
./data/image/130100320220810165006.jpg,이미지 안에 일어서는 것과 관계있는 척추동물은 무엇일까?,Human,subphylum,Vertebrate,people,1.0
./data/image/140601320220726113054.jpg,이미지 속 축산에서 사료로 사용하는 것은 무엇일까?,Hay,subject,Historical source,hay,1.0
./data/image/141900220220727153828.jpg,이미지 내 가지의 미분류문은 뭐니?,Eggplant,unclassified_phylum,Flowering plant,ia genus,1.0
./data/image/110500720220729163514.jpg,이미지 내 공공사업과 관련 있는 통신 시설은 뭐니?,Utility pole,subject,communication_facility,utility pole,1.0
./data/image/120102720221020134236.jpg,이미지에서 산림해충에 속하는 동물은 뭐야?,stick bug,subject,forest pests,Label,1.0
./data/image/120101720220715133639.jpg,절지동물에 해당하는 사슴벌레의 강은 뭐야?,Stag beetle,class,Insect,a insect,1.0
./data/image/160800320220714152852.jpg,이미지 속 미국에서 발명된 것은 뭐야?,Escalator,subject,american_invention,escalator,1.0
./data/image/113201220220718151854.jpg,이미지에서 황사는 무슨 재해에 해당하니?,Asian Dust,subject,Natural disaster,Weather,1.0
./data/image/141800820220727111154.jpg,토란은 무엇에 해당하는 식물일까?,Taro,subject,Araceae,Araceae,1.0
./data/image/120400620220720152447.jpg,이미지 안에서 독사에 해당하는 방울뱀은 무슨 동물이야?,Rattlesnake,subject,Venomous snake,vertebrate,1.0
./data/image/122202420220728113206.jpg,참새목에 속하는 척삭동물은 뭘까?,Black-naped oriole,order,Passerine,Black-naped oriole,1.0
./data/image/120201820220822115228.jpg,이미지에서 포유류에 포함되는 초식동물은 뭐야?,Leporidae,subject,Herbivore,rabbit,1.0
./data/image/141501920220727170234.jpg,이미지에서 유독식물의 목은 뭐지?,Phytolacca americana,subject,Poisonous plants,Caryophyllales,1.0
./data/image/141204020220805141612.jpg,이미지에서 참취족에 속하는 꽃은 무엇일까?,Bellis perennis,subject,Flower,daisies,1.0
./data/image/110200520220621173554.jpg,이미지 속 이탈리아의 요리는 뭐야?,Pizza,subject,Italian cuisine,pizza,1.0
./data/image/161300220220916181958.jpg,이미지 내 부서진 배를 뭐라고 하니?,wreck,RelatedTo,broken ship,shipwreck,1.0
./data/image/122202420220728114313.jpg,꾀꼬리의 목은 무엇일까?,Black-naped oriole,order,Passerine,passerine,1.0
./data/image/120101220220715130739.jpg,이미지 속 절지동물에 속한 곤충은 무엇이니?,Caelifera,phylum,Arthropod,grasshopper,1.0
./data/image/110600120220622132715.jpg,이미지 속 미국의 발명품인 인형은 무엇이니?,Teddy bear,subject,Doll,teddy bear,1.0
./data/image/110502220220914104006.jpg,이미지 내 진원류에 해당하는 유인원을 뭐라고 할까?,Human,superfamily,Ape,people,1.0
./data/image/111000820220706101246.jpg,이미지 속 잉글랜드 요리는 뭐야?,Christmas pudding,subject,English cuisine,christmas pudding,1.0
./data/image/120102220220823133945.jpg,절지동물에 속하고 곤충에 포함되는 건 이미지 내에서 뭐야?,Scarlet skimmer,class,Insect,Scarlet skimmer,1.0
./data/image/113800120220822133640.jpg,이미지 안의 스웨덴 요리는 뭐지?,Surströmming,subject,Swedish cuisine,Surströmming,1.0
./data/image/141203220220726144650.jpg, 이미지 안 얼레지의 미분류강은 뭘까?,Erythronium japonicum,unclassified_class,Monocotyledon,monoclea,1.0
./data/image/120101220220715131651.jpg,이미지 속 절지동물은 뭘까?,Caelifera,phylum,Arthropod,grasshopper,1.0
./data/image/120101920220715140610.jpg,장수풍뎅이의 목은 무엇일까?,Japanese rhinoceros beetle,order,Beetle,coleoptera,1.0
./data/image/140200720221005173840.jpg,이미지에 있는 뿌리채소의 속은 뭐니?,Sweet potato,subject,Root vegetable,Ipomoea,1.0
./data/image/120206820220720135813.jpg,이미지 안에 포유류에 속하는 척삭동물은 뭐니?,Orangutan,class,Mammal,orangite,1.0
./data/image/151100520220713143144.jpg,아레나는 어느 나라의 외래어일까?,Arena,subject,Italian language_loan language,italy,1.0
./data/image/130600920220805142253.jpg,이미지 속 일본의 의상은 뭐니?,Kimono,subject,japanese_costume,kimono,1.0
./data/image/110700720220705175657.jpg,이미지 속 탈것은 뭐라고 부를까?,Bicycle,subject,Vehicle,bikes,1.0
./data/image/120201020220624101325.jpg,이미지 내 수소 화합물에 해당하는 물은 무슨 용매라고 해?,Water,subject,hydrogen_compound,arms,1.0
./data/image/130801120220901173301.jpg,이미지에 있는 필기 도구는 어느 나라의 발명품일까?,Ballpoint pen,subject,Writing implement,Hungary,1.0
./data/image/120105320220922170105.jpg,이미지 안에 유시아강에 속한 절지동물은 뭐야?,Damselfly,subclass,Pterygota,Damselfly,1.0
./data/image/133700620220722181914.jpg,이미지 속 유리제품은 무엇일까?,Light bulb,subject,glassware,electrical light,1.0
./data/image/110200420220816113519.jpg,이미지 속 독일 요리에 해당하는 길거리 음식은 무엇이지?,Hot dog,subject,German cuisine,hot dog,1.0
./data/image/120900220220721113356.jpg,이미지 속 닭새우의 강은 무엇일까?,Japanese spiny lobster,class,Malacostraca,Malacostraca,1.0
./data/image/210500920221031134048.jpg,이미지 안 면적이 1736835 제곱미터인 문화재는 어느 자치군에 있어?,Wanju_Wibongsanseong Fortress,area,1736835,Wanju County,1.0
./data/image/140100220220628172052.jpg,이미지 안 바나나는 어떤 과일이야?,Banana,subject,Tropical fruit,tropical fruit,1.0
./data/image/120208020220802103151.jpg,소과에 속하는 동물의 이름은 뭐야?,Bison,subject,Bovidae,bison,1.0
./data/image/120100520220623105654.jpg,이미지 내에 있는 절지동물의 기원은 어디야?,Harmonia axyridis,phylum,Arthropod,east asia,1.0
./data/image/110900720220706113914.jpg,초콜릿은 무슨 재료로 만들까?,cocoa powder,IsA,chocolate,cocoa powder,1.0
./data/image/120201620221121183844.jpg,이미지 속 유인원이 해당하는 아목은 뭘까?,Human,subject,Ape,Haplorhini,1.0
./data/image/140201120220718180024.jpg,이미지에서 브라시카 올레라케아와 관련된 식물은 뭐야?,Cabbage,subject,Brassica oleracea,cabbage,1.0
./data/image/150100220220628171643.jpg,이미지 내의 농구는 어느 나라에서 발명했니?,Basketball,subject,canadian invention,Canada,1.0
./data/image/132502520220721172911.jpg,이미지 속 건축재료는 무엇이야?,Straw,subject,Building material,straw,1.0
./data/image/130302820220826170509.jpg,이미지 내 안전 장비는 어느 나라의 발명품이니?,Seat belt,subject,safety_equipment,england,1.0
./data/image/141600220220712162136.jpg,이미지 속 약용식물은 어디에 속할까?,Dill,subject,Medicinal plants,Hub,1.0
./data/image/150102120220718132728.jpg,수구는 무슨 경기 종목에 해당할까?,Water polo,subject,Olympic sports,olympics,1.0
./data/image/180100120220810145225.jpg,이미지 내 프랑스 요리에 속하는 빵은 무엇이지?,Baguette,subject,French cuisine,french loaf,1.0
./data/image/141000320220711162627.jpg,이미지에서 약용식물에 해당하는 것은 무엇일까?,Okra,subject,Medicinal plants,okra,1.0
./data/image/134102620220725162255.jpg,이미지 안의 기독교 미술은 무엇이니?,Altarpiece,subject,Christian art,altarpiece,1.0
./data/image/114800520220720141540.jpg,이미지에서 개인화기에 해당하는 물건은 뭐지?,Rifle,subject,personal weapon,rifle,1.0
./data/image/120207020220810111728.jpg,족제비의 목은 무엇이니?,Siberian weasel,order,Carnivora,Carnivora,1.0
./data/image/141201920220726171947.jpg,이미지 안 가지목에 속하는 식물은 뭐야?,Solanum nigrum,order,Solanales,solanum nigrum,1.0
./data/image/120400620220720152937.jpg,이미지 속 독사는 어떤 아문에 해당할까?,Rattlesnake,subject,Venomous snake,vertebrate,1.0
./data/image/115600120220803133751.jpg,결혼식을 하는 남성을 가리키는 용어는 뭐니?,Bridegroom,subject,a term that refers to men,groom,1.0
./data/image/110201420220714182138.jpg,이미지 내 라임은 무엇에 속하는 속씨식물이지?,Lime (fruit),subject,Citrus,Citrus,1.0
./data/image/151200320220713143215.jpg,이미지 속 스포츠 신발은 무엇에 속하니?,Football boot,subject,soccer_equipment,football gear,1.0
./data/image/134201820220725150642.jpg,팸플릿은 어떤 제품이라고 해?,Pamphlet,subject,paper_product,Paper,1.0
./data/image/120201720220623131831.jpg,이미지에서 한국의 포유류에 속하는 동물은 뭐니?,Amur hedgehog,subject,List of mammals of Korea,hedgehog,1.0
./data/image/120203220220812181516.jpg,고릴라의 문은 뭐야?,Gorilla,phylum,Chordate,chordate,1.0
./data/image/150102320220728155300.jpg,크리켓은 무엇에 해당하니?,Cricket,category,Ball game,Ball game,1.0
./data/image/110400220220621143714.jpg,이미지 안 소화전은 무슨 설비야?,Fire hydrant,subject,firefighting equipment,firefighting equipment,1.0
./data/image/120206820220809151612.jpg,이미지 내 오랑우탄은 무슨 강에 속하지?,Orangutan,class,Mammal,a mammal,1.0
./data/image/140200620220715180446.jpg,가지속에 해당하는 감자는 어떤 식물일까?,Potato,unclassified_phylum,Flowering plant,ia genus,1.0
./data/image/120209420220802154228.jpg,이미지 안 코요테의 문은 무엇이니?,Coyote,phylum,Chordate,chordate,1.0
./data/image/131000420220628164005.jpg,이미지 속 미국의 발명품은 무엇일까?,Television,subject,american_invention,tv,1.0
./data/image/140101620220718154824.jpg,이미지 안에 필기 도구로 사용되며 헝가리에서 발명된 것은 뭐니?,Ballpoint pen,subject,Writing implement,ballpoint pen,1.0
./data/image/122202320220728182208.jpg,멧새과에 해당하는 가마새의 문은 무엇이니?,Ovenbird,subject,Bunting (bird),chordate,1.0
./data/image/134201020220725175548.jpg,포유류에 해당하는 사람의 상과는 무엇일까?,Human,class,Mammal,ape,1.0
./data/image/121100120220707131117.jpg,이미지 안 게는 무슨 동물이니?,Crab,phylum,Arthropod,arthropod,1.0
./data/image/122203120220803100616.jpg,이미지 안의 가톨릭 전례용품을 뭐라고 부를까?,Water,subject,Catholic_liturgical items,the water,1.0
./data/image/120207820220803175540.jpg,단봉낙타의 목은 무엇일까?,Dromedary,order,joiner,Artiodactyla,1.0
./data/image/133900320220801110530.jpg,이미지 속 음향 기기는 뭐야?,Jukebox,subject,Audio equipment,jukebox,1.0
./data/image/140402820220726113217.jpg,이미지 속 장미군에 포함되는 식물의 과는 뭐야?,Abrus precatorius,family,Fabaceae,beans and,1.0
./data/image/140500120220711152221.jpg,이미지 속 겨우살이는 무엇에 속하는 식물이니?,mistletoe,unclassified_phylum,Flowering plant,ia genus,1.0
./data/image/120210120220920133517.jpg,이미지 속 인명구조와 연관된 캐나다의 개 품종은 뭐니?,Labrador Retriever,subject,Lifesaving,labrador retriever,1.0
./data/image/122201020220707181130.jpg,이미지 내의 동물은 어느 나라의 천연기념물이야?,Tawny owl,subject,Natural monuments of South Korea,South Korea,1.0
./data/image/115500120220809181339.jpg,이미지 내 수아강에 속하는 동물은 무엇이니?,Human,kingdom,Animal,people,1.0
./data/image/120209520220803114543.jpg,이미지에서 소과에 속하는 동물은 뭐야?,Bighorn sheep,subject,Bovidae,bighorn,1.0
./data/image/140801120220726132225.jpg,덩굴식물에 해당하는 장미는 어느 나라의 상징이야?,Rose,subject,Vine,usa,1.0
./data/image/120202820220627141009.jpg,이미지 안에서 소목에 속하고 포유류에 해당하는 것은 뭐지?,Giraffe,subject,joiner,kirin,1.0
./data/image/120209420220802141908.jpg,이미지 속 포유류에 속한 척삭동물은 뭐니?,Coyote,class,Mammal,coyote,1.0
./data/image/122200120220707171127.jpg,이미지 속 한국의 겨울철새는 뭐야?,Common gull,subject,winter migratory birds in Korea,seagull,1.0
./data/image/120201020220623172625.jpg,하마는 무슨 동물일까?,Hippopotamus,phylum,Chordate,chordate,1.0
./data/image/114800820220719160259.jpg,이미지 속 카메라와 관련 있는 사람을 뭐라고 부르지?,camera,RelatedTo,photographer,Photographer,1.0
./data/image/122201520220707182708.jpg,이미지에서 타조는 무슨 새야?,Common ostrich,subject,Flightless bird,flightless bird,1.0
./data/image/211300420221021141354.jpg,이미지에서 공주시의 문화재에 해당하는 백제의 왕릉은 뭘까?,Tomb of King Muryeong,subject,Gongju City_Cultural Property,Tomb of King Muryeong,1.0
./data/image/111400220220706163003.jpg,이미지 내 트로피는 무슨 나라 언어의 외래어일까?,Trophy,subject,Greek origin_loan word,greece,1.0
./data/image/120203620220707142008.jpg,이미지 내 해양 포유류는 어떤 아목에 속하지?,Dolphin,subject,Marine mammal,Toothed whale,1.0
./data/image/131000720220628160038.jpg,이미지 속 잉글랜드에서 발명한 가전제품은 뭐야?,Vacuum cleaner,subject,Home appliance,vacuum,1.0
./data/image/140800520220708174505.jpg,이미지 안 아이비는 어디에 해당하는 식물이야?,Hedera helix,subject,Gardening_Plants,horticulture,1.0
./data/image/150101320220712175219.jpg,이미지 속 네덜란드의 스포츠는 무엇일까?,Korfball,subject,Dutch_Sports,Korfball,1.0
./data/image/130601720220803155404.jpg,청바지는 어느 나라의 발명품이야?,Jeans,subject,american_invention,usa,1.0
./data/image/130400220220809160701.jpg,이미지 속 사람이 앉아 있는 자리를 뭐라고 부를까?,seat,RelatedTo,sit,seats,1.0
./data/image/115201020221013172229.jpg,이미지 안 휘감는 것과 연관 있는 것은 무엇이니?,reel,IsA,winder,reel,1.0
./data/image/120209420220802150116.jpg,이미지 안 코요테는 무슨 목에 해당하는 척삭동물이지?,Coyote,order,Carnivora,Carnivora,1.0
./data/image/122203520220804130605.jpg,다리를 일어서는 용도로 쓰는 건 뭐야?,a leg,UsedFor,stand,Spot-billed pelican,1.0
./data/image/131600220220708141736.jpg,이미지 안에서 잠그는 용도로 쓰는 금속 제품은 뭐지?,Threaded fastener,subject,metal_product,bolt,1.0
./data/image/133700220220722180542.jpg,잉글랜드에서 발명된 조명은 뭐야?,Incandescent light bulb,subject,Lighting,light bulb,1.0
./data/image/141400220220711124844.jpg,이미지 속 수선화과에 속하는 원예 식물은 뭐야?,Clivia miniata,subject,Amaryllidaceae,myosotis,1.0
./data/image/160301020220714102548.jpg,이미지 내에 물은 무엇에 해당하니?,Water,subject,Oxide,oxide,1.0
./data/image/120204520220707164157.jpg,이미지에서 표범은 무슨 부류에 속해 있니?,Leopard,class,Mammal,a mammal,1.0
./data/image/122203020220906184611.jpg,이미지 속 문이 척삭동물에 속하는 새는 뭐야?,Woodpecker,class,Bird,levaillant's woodpecker,1.0
./data/image/120400420220707113627.jpg,이미지 내 수소 화합물에 해당하는 것은 뭐지?,Water,subject,hydrogen_compound,the water,1.0
./data/image/120201220220623152006.jpg,이미지 속 캥거루목에 속하는 것은 어느 나라의 포유류야?,Koala,subject,australian_mammals,Australia,1.0
./data/image/121000120220627134519.jpg,이미지 내 극피동물은 무슨 강에 속할까?,Starfish,subject,Echinoderm,Asteroidea,1.0
./data/image/211301120220926114628.jpg,이미지에 있는 도기는 어느 나라의 문화와 관련 있어?,Onggi,subject,pottery,Korea,1.0
./data/image/120200520220622172336.jpg,이미지 속 식육목에 속하는 동물은 뭐야?,Dog,order,Carnivora,dog,1.0
./data/image/150100220220823153826.jpg,이미지 속 캐나다 발명품은 어디에 있어?,Basketball,subject,canadian invention,a basketball court,1.0
./data/image/141901420220728112756.jpg,이미지 속 열대 과일의 과는 뭘까?,Pomelo,subject,Tropical fruit,Rutaceae,1.0
./data/image/141900620220727134917.jpg,열대 과일에 해당하는 람부탄은 어떤 과니?,Rambutan,subject,Tropical fruit,Sapindaceae,1.0
./data/image/117700420220916170620.jpg,지하철역이 나온 이미지 속 애니메이션 기법은 뭘까?,a subway station,AtLocation,london,Motion blur,1.0
./data/image/140200120220701162103.jpg,이미지에서 키나라족에 해당하는 약용식물은 뭐야?,Artichoke,subject,Kinara,artichoke,1.0
./data/image/160600220220714114005.jpg,이미지 속 범선을 뭐라고 부를까?,Human,phylum,Chordate,galley,1.0
./data/image/140201320220715183344.jpg,이미지 속 식용작물은 무슨 식물이야?,Soybean,subject,food crops,ia genus,1.0
./data/image/130301720220812134216.jpg,사람의 강은 뭐야?,Human,class,Mammal,a mammal,1.0
./data/image/211301120220929142921.jpg,이미지 속 한국의 문화인 도기는 뭘까?,Onggi,subject,pottery,Onggi,1.0
./data/image/120204520220809162822.jpg,이미지 안 베냉의 상징인 표범의 목은 뭐니?,Leopard,subject,symbol of Benin,Carnivora,1.0
./data/image/130700220220628142243.jpg,이미지 속 영장류에 해당하는 사람은 어디에 포함되니?,Human,order,Primate,Euarchontoglires,1.0
./data/image/130700920220805170609.jpg,이미지 속 궤는 무슨 종교의 용어와 관계 있어?,Chest (furniture),subject,Glossary of Buddhism,buddhism,1.0
./data/image/120208220220927182931.jpg,이미지 속 포유류의 문은 뭘까?,Wild boar,class,Mammal,chordate,1.0
./data/image/120201720220623132852.jpg,이미지 속 척삭동물의 이름은 뭐니?,Amur hedgehog,phylum,Chordate,hedgehog,1.0
./data/image/120600120220624112718.jpg,이미지 속 연체동물은 뭐야?,Snail,phylum,Mollusca,snail,1.0
./data/image/120900120220831173524.jpg,이미지 속 십각목에 속하는 동물은 뭐지?,Lobster,subject,Decapoda,lobster,1.0
./data/image/141300120220711145659.jpg,이미지 속 고사리는 어떤 식물이야?,Bracken,order,Polypodiales,Fern plant,1.0
./data/image/141600220220712162924.jpg,딜은 무슨 식물이야?,Dill,subject,Hub,Hub,1.0
./data/image/211000420220927152052.jpg,이미지 속 색을 입히는 도자기는 무엇이니?,Celadon,subject,Porcelain,celadon,1.0
./data/image/141200920220711133338.jpg,이미지 안 약용식물이 속해있는 과는 무엇일까?,Aloe,subject,Medicinal plants,Xanthorrhoeaceae,1.0
./data/image/160700720220922111218.jpg,이미지 내 바다에 있는 선박을 뭐라고 해?,a shark,AtLocation,any ocean,container ship,1.0
./data/image/120203020220624143432.jpg,이미지 안의 초식동물은 뭐야?,Giant panda,subject,Herbivore,giant panda,1.0
./data/image/110101620220811183114.jpg,금관 악기에 속하는 트럼펫의 음역은 뭐야?,Trumpet,subject,Brass instrument,180,1.0
./data/image/160100520220927183344.jpg,하늘 이미지에서 러시아의 발명품에 해당되는 것은 뭘까?,Airliner,subject,russian invention,airliner,1.0
./data/image/131002020220804113849.jpg,이미지 내 라디오는 어느 나라에서 발명했니?,Radio,subject,british invention,great britain,1.0
./data/image/140101320220718110043.jpg,이미지 안 망고는 무엇에 속하니?,Mango,subject,Anacardiaceae,Anacardiaceae,1.0
./data/image/142000420220727145540.jpg,이미지 내 씨앗과 견과류가 해당하는 목은 무엇이지?,Macadamia,subject,seeds and nuts,Proteales,1.0
./data/image/150102020220718131042.jpg,라크로스는 몇 명의 선수가 경기를 하니?,Lacrosse,personnel,10,ten,1.0
./data/image/131501420220830143649.jpg,이미지 속 중국의 발명품은 뭘까?,Chopsticks,subject,chinese invention,chopsticks,1.0
./data/image/211301720221006120149.jpg,이미지 속 국기는 어느 나라의 상징이니?,Flag of South Korea,subject,National symbols of South Korea,South Korea,1.0
./data/image/110600720220831144458.jpg,이미지에서 프라모델에 해당되는 것을 뭐라고 불러?,Mini 4WD,subject,Plastic model,Mini 4WD,1.0
./data/image/122203420220803155004.jpg,이미지 내 흑고니는 어떤 목에 해당하는 동물이니?,Black swan,kingdom,Animal,Anseriformes,1.0
./data/image/141500120220712115843.jpg,이미지 내 진정쌍떡잎식물은 무엇에 속해?,Senecio vulgaris,family,Asteraceae,chrysanthemum,1.0
./data/image/141700220220729102948.jpg,관상수에 해당하는 동백나무의 목은 무엇이니?,Camellia japonica,subject,ornamental tree,Ericales,1.0
./data/image/131500920220812172638.jpg,이미지 속 그릇과 관련 있는 것은 무엇이니?,Bucket,subject,Container,bucket,1.0
./data/image/122000320220708101907.jpg,이미지 내 빈모류에 포함되는 환형동물은 뭐지?,Earthworm,subject,Annelid,earthworm,1.0
./data/image/140201120220718175958.jpg,양배추의 과는 무엇이지?,Cabbage,family,Brassicaceae,Brassicaceae,1.0
./data/image/120201820220818183349.jpg,이미지에서 포유류에 속하는 초식동물은 뭐니?,Leporidae,subject,Herbivore,rabbit,1.0
./data/image/120203220220707135611.jpg,이미지 속 포유류에 해당하는 동물은 무엇일까?,Gorilla,class,Mammal,gorilla,1.0
./data/image/121700120220707150239.jpg,이미지에서 순각류는 어떤 동물이야?,Centipede,phylum,Arthropod,arthropod,1.0
./data/image/120800620220708160809.jpg,이미지 속 조기어류는 어떤 동물이야?,Eel,class,Actinopterygii,chordate,1.0
./data/image/133300520220722135934.jpg,아스팔트는 어떤 제품이라고 하니?,Rock asphalt,subject,Petroleum product,Petroleum,1.0
./data/image/120800420220708131607.jpg,이미지 속 연골어류에 속하는 물고기는 뭐야?,Shark,class,Chondrichthyes,shark,1.0
./data/image/120209420220802140525.jpg,이미지에서 식육목에 속하는 동물은 뭐니?,Coyote,order,Carnivora,coyote,1.0
./data/image/211301120220929115443.jpg,이미지 안에 가정에서 쓰는 독과 항아리와 같은 도기는 뭘까?,Onggi,subject,pottery,Onggi,1.0
./data/image/140200620220715172635.jpg,이미지 안의 식용작물을 뭐라고 부를까?,Potato,subject,food crops,potato,1.0
